iddd2,Código,Item,n_resposta,train_subj,resp_relacao3,y_theta,y_score1,y_score2
D0089C042,D0089,C04,2,1,Livro é o personagens da Biblioteca. o livro nos mostra personagens e mundos que podemos imaginar de diversas maneiras,3,1,1
D0089C051,D0089,C05,1,1,"Arma é o porto seguro da Policial. mesmo em segurança pois está armado, mas não é o suficiente",1,0,0
D0089C061,D0089,C06,1,1,Poluicao é o sofrimento da Cidade. se o ar de hoje já é precário o futuro tende a ser pior,1,0,0
D0089C071,D0089,C07,1,1,Pneu é o desgaste da Carro. não troca-lo no tempo adequado pode ocasionar acidente,1,0,0
D0089C081,D0089,C08,1,1,"Porta é o obstáculo da Casa. quando uma porta se fecha, abre outra",1,0,0
D0089C091,D0089,C09,1,1,Dinheiro é o troca da Homens. homem oferece trabalho para receber o dinheiro,1,0,0
D0091E011,D0091,E01,1,1,Buzina é o sino da Carro. pq o sino da igreja emite som da mesma forma que a buzina do carro,4,3,2
D0091E021,D0091,E02,1,1,Grama é o cabelo da Terra. pq o cabelo cresce na cabeça da mesma forma que a grama cresce na terra,4,3,2
D0091B031,D0091,B03,1,1,Espuma é o suor da Sabao. pq da mesma forma que o corpo libera suor o sabão libera a espuma,4,2,2
D0091B041,D0091,B04,1,1,Trovao é o grito da Chuva. da mesma forma que o trovão está para o grito a chuva está para criança chorando,4,2,2
D0091B051,D0091,B05,1,1,Nuvens é o cobertor da Ceu. as nuvens cobrem o céu assim como o cobertor cobre as pessoas,3,1,1
D0091B061,D0091,B06,1,1,Coleira é o algema da Cachorro. a coleira tira a liberdade do cachorro e a algema tira a liberdade do homem,4,3,2
D0091B071,D0091,B07,1,1,Janela é o nariz da Casa. o ar entra na janela da casa assim como o ar no nariz,3,1,1
D0091B081,D0091,B08,1,1,"Semaforo é o lanterna da Rua. a lanterna ilumina a escuridão da vida, o semáforo ilumina a rua",1,0,0
D0091B091,D0091,B09,1,1,"Moto é o homem da Automoveis. a moto e o homem andam sobre duas, o cachorro e os automóveis andam sobre quatro",4,3,2
D0092E011,D0092,E01,1,1,"Buzina é o boca da Carro. pq a buzina serve para comunicação auditiva, assim como a boca",3,1,1
D0092E012,D0092,E01,2,1,Buzina é o bumbum da Carro. quando damos uma apertadinha ele grita,1,0,0
D0092E013,D0092,E01,3,1,Buzina é o grito da Carro. pq quando algo de ruim está para acontecer nós gritamos,3,1,1
D0092E014,D0092,E01,4,1,Buzina é o cordialidade da Carro. pq hoje em dia ela serve para cumprimentar as pessoas,3,1,1
D0092E021,D0092,E02,1,1,"Grama é o pêlo da Terra. os nossos pêlos protejem a nossa pele, assim como a grama protege a terra da erosão do solo",3,1,1
D0092E022,D0092,E02,2,1,"Grama é o cabelo da Terra. pq nós cortamos a grama para ficar mais bonita, do mesmo modo que cortamos o cabelo",4,3,2
D0092E023,D0092,E02,3,1,Grama é o tapete da Terra. é bom e gostoso andar descalço na grama do mesmo modo de como é bom andar descalço no tapete,3,1,1
D0092E024,D0092,E02,4,1,Grama é o roupa da Terra. a roupa veste o homem a grama veste a terra,4,3,2
D0092C031,D0092,C03,1,1,Vulcao é o ira da Terra. pq quando o bêbado está nervoso ele destrói tudo,3,1,1
D0092C032,D0092,C03,2,1,Vulcao é o boca da Terra. assim como sai fogo da boca do fogão sai lava do vulcão,4,2,2
D0092C033,D0092,C03,3,1,"Vulcao é o castigo da Terra. vulcão é o castigo da terra, assim como a doença é o castigo dos homens",1,0,0
D0092C034,D0092,C03,4,1,"Vulcao é o dorminhoco da Terra. quando o vulcão acorda ele acorda nervoso, assim como o homem que é tirado de um bom sono",3,1,1
D0092C041,D0092,C04,1,1,Livro é o DVD da Biblioteca. pq nós vamos na biblioteca e lemos um livro e também vamos na locadora e assistimos um DVD,3,1,1
D0092C042,D0092,C04,2,1,Livro é o sonífero da Biblioteca. pq têm pessoas que lêem um livro e ficam com sono,1,0,0
D0092C051,D0092,C05,1,1,"Arma é o espada da Policial. o samurai lutava com alguém que também tinha espada, assim como o policial atira em alguém que atira nele",3,1,1
D0092C061,D0092,C06,1,1,Poluicao é o fumaça da Cidade. pq a fumaça do cigarro destrói o nosso pulmão e a poluição destrói a cidade dentre outras coisas,1,0,0
D0092C071,D0092,C07,1,1,Pneu é o tênis da Carro. pq nossos tênis encostam no chão proporcionando velocidade quando corremos e os pneus também,4,3,2
D0092C091,D0092,C09,1,1,"Dinheiro é o ácido da Homens. pq o ácido corrompe alguns materiais, assim como o dinheiro corrompe o coração dos homens",4,3,2
D0093E011,D0093,E01,1,1,Buzina é o vóz da Carro. pq é ela que grita quando queremos nos comunicar,3,1,1
D0093E021,D0093,E02,1,1,Grama é o cobertor da Terra. pq ela fornece sua proteção á terra,3,1,1
D0093A031,D0093,A03,1,1,"Estrelas é o olhos da Noite. pq ela clareiam o anoitecer, brilham",3,1,1
D0093A041,D0093,A04,1,1,Bola é o ouro da Jogadores. pq o futebol não é nada sem a bola,1,0,0
D0093A051,D0093,A05,1,1,Planetas é o filhos da Sol. pq recebem todos os dias o calor de seus pais,3,1,1
D0093A061,D0093,A06,1,1,"Onibus é o lata de sardinha da Cidade. pq vivem lotados de pessoas, grande concentração",3,1,1
D0093A071,D0093,A07,1,1,Cabide é o pai da Roupa. pq ele dá todo o sustento e apoio,3,1,1
D0093A081,D0093,A08,1,1,Amor é o principal da Sentimentos. pq ela fornece todo o carinho e dedicação a uma pessoa,1,0,0
D0093A091,D0093,A09,1,1,Peixes é o flores da Mar. pq sem eles o mar não seria tão belo,3,1,1
D0094E011,D0094,E01,1,1,Buzina é o alerta da Carro. pq a buzina pode evitar um acidente,1,0,0
D0094E021,D0094,E02,1,1,Grama é o estrutura da Terra. pq a grama mantêm a estabilidade do solo,1,0,0
D0094B031,D0094,B03,1,1,Espuma é o ?????? da Sabao. pq sabão sem espuma não é sabão,1,0,0
D0094B041,D0094,B04,1,1,Trovao é o música da Chuva. pq chuva sem trovão é garoa,3,1,1
D0094B051,D0094,B05,1,1,Nuvens é o recheios da Ceu. pq as nuvens enbelezam o céu,3,1,1
D0094B061,D0094,B06,1,1,Coleira é o volante da Cachorro. pq o cachorro sem coleira não tem como voltar,4,3,2
D0094B071,D0094,B07,1,1,Janela é o pulmão da Casa. pq casa sem janela não há vida,3,1,1
D0094B081,D0094,B08,1,1,Semaforo é o obsevador da Rua. pq rua sem semáforo é um caos,1,0,0
D0095E011,D0095,E01,1,1,Buzina é o doença da Carro. quando a doença aparece é quando a buzina dispara para avisar um problema,1,0,0
D0095E012,D0095,E01,2,1,Buzina é o boca da Carro. a boca da mulher é como uma buzina para chamar a atenção,3,1,1
D0095E013,D0095,E01,3,1,Buzina é o sensura da Carro. a sensura é como uma buzina proibindo seus pensamentos,1,0,0
D0095E014,D0095,E01,4,1,Buzina é o seios da Carro. o seio é com uma buzina pronta para ser apertada,3,1,1
D0095E021,D0095,E02,1,1,Grama é o cabelo da Terra. o cabelo na cabeça é como a grama no jardim,3,1,1
D0095E022,D0095,E02,2,1,"Grama é o aparência da Terra. a aparência cobre a verdade, assim como a grama cobre o jardim",1,0,0
D0095E023,D0095,E02,3,1,Grama é o ar da Terra. a grama depende da terra assim como eu dependo do ar,1,0,0
D0095E024,D0095,E02,4,1,"Grama é o vaidade da Terra. quanto melhor for a terra melhor será a grama, e quanto maior for a sabedoria maior é a vaidade",1,0,0
D0095C031,D0095,C03,1,1,Vulcao é o desejo da Terra. o desejo explode no coração como se fosse um vulcão em erupção,4,2,2
D0095C032,D0095,C03,2,1,"Vulcao é o agressividade da Terra. agressividade é como um vulcão, cuspindo lavas em forma de emoção",3,1,1
D0095C041,D0095,C04,1,1,"Livro é o pensamento da Biblioteca. o pensamento preenche a cabeça, como os livros na biblioteca",3,1,1
D0095C051,D0095,C05,1,1,Arma é o caneta da Policial. a caneta é a arma do político,3,1,1
D0095C061,D0095,C06,1,1,Poluicao é o televisão da Cidade. a televisão é como poluição para nossas cabeças,3,1,1
D0095C071,D0095,C07,1,1,Pneu é o cabelo da Carro. cabelo é como o pneu um dia gasta e fica careca,3,1,1
D0095C081,D0095,C08,1,1,Porta é o ouvido da Casa. o ouvido é a porta de entrada para os sons,3,1,1
D0095C091,D0095,C09,1,1,"Dinheiro é o mulher da Homens. mulher é como dinheiro, você está sempre correndo atras, e nunca está satisfeito",4,3,2
D0096E021,D0096,E02,1,0,Grama é o tapete da Terra. NA,1,0,0
D0096A031,D0096,A03,1,0,Estrelas é o estrelas da Noite. NA,1,0,0
D0096A032,D0096,A03,2,0,Estrelas é o luzes da Noite. NA,1,0,0
D0096A033,D0096,A03,3,0,Estrelas é o vaga-lumes da Noite. NA,1,0,0
D0096A041,D0096,A04,1,0,Bola é o pombo sem asas da Jogadores. ambos são brancos e não têm asas,1,0,0
D0096A042,D0096,A04,2,0,Bola é o míssel teleguiado da Jogadores. antes de ser lançado ambos já tem um destino,3,1,1
D0096A043,D0096,A04,3,0,"Bola é o amiga da Jogadores. amigos tem intimidação, jogadores e bola também",3,1,1
D0096A051,D0096,A05,1,0,Planetas é o infernos da Sol. NA,1,0,0
D0096A061,D0096,A06,1,0,"Onibus é o burros do nordeste da Cidade. ambos servem de transporte, sendo um na cidade e um no agreste do sertão",3,1,1
D0096A071,D0096,A07,1,0,Cabide é o gancho da Roupa. NA,1,0,0
D0096A081,D0096,A08,1,0,Amor é o Deus da Sentimentos. NA,1,0,0
D0096A082,D0096,A08,2,0,Amor é o artifice da Sentimentos. NA,1,0,0
D0096A091,D0096,A09,1,0,Peixes é o aves da Mar. pois os peixes nadam onde respiram e as aves voam onde respiram,3,1,1
D0098E011,D0098,E01,1,1,"Buzina é o braço da Carro. pq a buzina é importante no carro, como o braço é no corpo",1,0,0
D0098E021,D0098,E02,1,1,"Grama é o areia da Terra. pq a grama está na terra, assim como a areia está no deserto",1,0,0
D0098C031,D0098,C03,1,1,Vulcao é o sol da Terra. pq o vulcão está na terra e o sol no espaço,3,1,1
D0098C032,D0098,C03,2,1,Vulcao é o filho da Terra. pq da terra surgiu o vulcão e da mãe o filho,3,1,1
D0098C041,D0098,C04,1,1,Livro é o professor da Biblioteca. pq sem o livro não há biblioteca e sem professor não há aula,4,2,2
D0098C051,D0098,C05,1,1,Arma é o estetoscópio da Policial. pq do mesmo jeito que o policial usa a arma o médico usa o estetoscópio,4,2,2
D0098C052,D0098,C05,2,1,"Arma é o brinquedo da Policial. pq a arma é do policial, como o brinquedo é da criança",3,1,1
D0098C061,D0098,C06,1,1,"Poluicao é o tosse da Cidade. pq a poluição é ruim á cidade, como a tosse é para a criança",1,0,0
D0098C071,D0098,C07,1,1,Pneu é o coração da Carro. pq o carro precisa do pneu para andar e o corpo do coração para viver,3,1,1
D0098C081,D0098,C08,1,1,"Porta é o folha de papel da Casa. pq a porta é essencial em uma casa, como a caneta no papel",1,0,0
D0098C091,D0098,C09,1,1,"Dinheiro é o vestibular da Homens. pq todos os homens querem dinheiro, assim como o estudante quer passar no vestibular",4,3,2
D0099E011,D0099,E01,1,1,Buzina é o grito da Carro. pq o camelo grita quando está em movimento assim como o carro,3,1,1
D0099E012,D0099,E01,2,1,"Buzina é o alarme da Carro. pq o camelo quando há perigo faz barulho, assim como a buzina para o carro",1,0,0
D0099E021,D0099,E02,1,1,Grama é o parasita da Terra. pq a terra tem grama sugando seus nutrientes,3,1,1
D0099E022,D0099,E02,2,1,Grama é o cabelo da Terra. pq a terra tem na grama como uma cobertura,3,1,1
D0099E023,D0099,E02,3,1,Grama é o teto da Terra. pq a terra tem na grama uma relação como o teto tem para casa,3,1,1
D0099A031,D0099,A03,1,1,"Estrelas é o faróis da Noite. pq as estrelas na noite são guias, assim como os faróis",3,1,1
D0099A032,D0099,A03,2,1,Estrelas é o lantejoulas da Noite. pq as estrelas estão para noite como uma lantejoula para o tecido,4,2,2
D0099A041,D0099,A04,1,1,Bola é o obsessão da Jogadores. pq a bola é um alvo constante dos jogadores sendo que eles tornam-se obsessivos em tê-la,1,0,0
D0099A042,D0099,A04,2,1,Bola é o sobrevivência da Jogadores. pq a bola para muitos jogadores é seu único meio de sobrevivência,1,0,0
D0099A051,D0099,A05,1,1,Planetas é o filhos da Sol. pq os planetas dependem do sol assim como um filho depende do pai,3,1,1
D0099A052,D0099,A05,2,1,Planetas é o anéis da Sol. pq os planetas estão para o sol como os anéis estão para os dedos,3,1,1
D0099A061,D0099,A06,1,1,Onibus é o barcos da Cidade. pq os ônibus estão para as cidades assim como os barcos estão para o mar,3,1,1
D0099A062,D0099,A06,2,1,"Onibus é o aviões da Cidade. pq os ônibus estão para as cidades, assim como os aviões estão para o céu",3,1,1
D0099A071,D0099,A07,1,1,Cabide é o pai da Roupa. pq o cabide é algo em que a roupa se apoiará,3,1,1
D0099A072,D0099,A07,2,1,Cabide é o família da Roupa. pq o cabide é que nem a família sempre cabe mais uma,3,1,1
D0099A081,D0099,A08,1,1,Amor é o melhor da Sentimentos. pq o amor quando verdadeiro torna-se o mais belo dos sentimentos,1,0,0
D0099A082,D0099,A08,2,1,Amor é o pior da Sentimentos. pq o amor muitas vezes destrói tornando-se um sentimento vazio,1,0,0
D0099A083,D0099,A08,3,1,Amor é o dúbio da Sentimentos. pq o amor e o ódio tem uma linha tênue a ser rompida,1,0,0
D0099A084,D0099,A08,4,1,Amor é o mentor da Sentimentos. pq o amor é um guia para os outros sentimentos,3,1,1
D0099A091,D0099,A09,1,1,Peixes é o minhocas da Mar. pq os peixes estão para o mar assim como as minhocas estão para a terra,3,1,1
D0099A092,D0099,A09,2,1,Peixes é o pássaros da Mar. pq os peixes estão para o mar assim como os pássaros estão para o ar,3,1,1
D0099A093,D0099,A09,3,1,Peixes é o morcegos da Mar. pq os peixes estão para o mar como os morcegos para cavernas,3,1,1
D0100E011,D0100,E01,1,0,Buzina é o vóz da Carro. vóz alerta uma pessoa como a buzina do carro,4,3,2
D0100E012,D0100,E01,2,0,Buzina é o campainha da Carro. campainha indica presença de indivíduos em uma casa como a buzina indica a aproximação do carro,4,3,2
D0100E021,D0100,E02,1,0,Grama é o pele da Terra. pq a pele cobre um animal assim como a grama cobre a terra,3,1,1
D0100E022,D0100,E02,2,0,Grama é o cobertura da Terra. a cobertura está por cima do bolo como a grama está para a terra,4,3,3
D0100E023,D0100,E02,3,0,Grama é o pintura da Terra. a pintura reveste o carro como a grama reveste a terra,4,3,3
D0100B031,D0100,B03,1,0,Espuma é o lama da Sabao. pq a terra em contato com água cria lama assim como o sabão cria espuma,4,2,2
D0100B032,D0100,B03,2,0,Espuma é o colesterol da Sabao. o colesterol provém da gordura assim como a espuma do sabão,3,1,1
D0100B041,D0100,B04,1,0,"Trovao é o maremoto da Chuva. pq quando avista um maremoto provavelmente acarretará um tsunami, como o trovão e a chuva",3,1,1
D0100B042,D0100,B04,2,0,Trovao é o carteiro da Chuva. quando o carteiro aparece você sabe que uma mensagem chega assim como o trovão avisa a chuva,4,2,2
D0100B051,D0100,B05,1,0,Nuvens é o pinturas da Ceu. as pinturas no quadro está para as nuvens no céu,3,1,1
D0100B052,D0100,B05,2,0,Nuvens é o bois da Ceu. os bois ficam passeando no pasto assim como as nuvens flutuam no céu,3,1,1
D0100B061,D0100,B06,1,0,Coleira é o casamento da Cachorro. assim como o casamento trava o mulherengo a coleira trava o cachorro,4,3,2
D0100B062,D0100,B06,2,0,Coleira é o presídio da Cachorro. o presídio aprisiona o infrator como a coleira em um cão,3,1,1
D0100B071,D0100,B07,1,0,Janela é o olhos da Casa. pela janela da casa você enxerga o que está acontecendo fora como os olhos das pessoas,4,3,2
D0100B081,D0100,B08,1,0,Semaforo é o comandante da Rua. o comandante indica a função no exército assim como o semáforo indica a ação na rua,3,1,1
D0100B082,D0100,B08,2,0,"Semaforo é o professora da Rua. a professora mostra a maneira correta na sala de aula, como o semáforo na rua",3,1,1
D0100B091,D0100,B09,1,0,Moto é o remédio genérico da Automoveis. assim como o remédio genérico é uma solução mais barata para os convencionais a moto está para o carro,4,3,2
D0101E011,D0101,E01,1,1,Buzina é o sono da Carro. a buzina espanta o sono mas do carro faço uma cama,1,0,0
D0101E012,D0101,E01,2,1,Buzina é o barulho da Carro. pq a buzina faz barulho e ao deitar se quer silêncio,1,0,0
D0101E013,D0101,E01,3,1,Buzina é o desperta da Carro. pq a buzina desperta o sono,1,0,0
D0101E014,D0101,E01,4,1,Buzina é o barulho da Carro. pq a buzina está no carro como o barulho está no rádio,1,0,0
D0101E021,D0101,E02,1,1,Grama é o verde da Terra. assim como a grama é verde a terra dá frutos,1,0,0
D0101C061,D0101,C06,1,1,Poluicao é o sujeira da Cidade. a poluição é a sujeira da cidade causada pela ignorância da humanidade,1,0,0
D0101C062,D0101,C06,2,1,Poluicao é o lixo da Cidade. o lixo causa poluição por falta de informação da população,1,0,0
D0101C063,D0101,C06,3,1,Poluicao é o educação da Cidade. a poluição é um exemplo de falta de educação,1,0,0
D0101C064,D0101,C06,4,1,Poluicao é o sossego da Cidade. pq a poluição está na cidade o sossego está no interior,1,0,0
D0102E011,D0102,E01,1,1,Buzina é o alerta da Carro. a buzina evita que algo errado pode acontecer,1,0,0
D0102E012,D0102,E01,2,1,Buzina é o fala da Carro. a buzina é um meio de comunicação no trânsito assim como a fala entre as pessoas,3,1,1
D0102E013,D0102,E01,3,1,Buzina é o cumprimento da Carro. a buzina serve para as pessoas se cumprimentarem,3,1,1
D0102E014,D0102,E01,4,1,Buzina é o volante da Carro. o volante está no carro assim como a buzina,1,0,0
D0102E021,D0102,E02,1,1,Grama é o filtro da Terra. a grama segura as impurezas assim como os filtros em suas funcionalidades,1,0,0
D0102E022,D0102,E02,2,1,"Grama é o colchão da Terra. a grama é o colchão da terra, pois nos dá uma idéia de conforto",1,0,0
D0102E023,D0102,E02,3,1,Grama é o cabelo da Terra. as pessoas têm cabelo e a terra tem a grama,3,1,1
D0102E024,D0102,E02,4,1,Grama é o mar da Terra. a terra tem a grama e o mar tem a água,1,0,0
D0102A031,D0102,A03,1,1,Estrelas é o luzes da Noite. pq as estrelas iluminam a noite assim como as luzes iluminam a escuridão,1,0,0
D0102A032,D0102,A03,2,1,Estrelas é o faróis da Noite. os faróis clareiam as estradas assim como as estrelas clareiam o céu,3,1,1
D0102A033,D0102,A03,3,1,Estrelas é o diamantes da Noite. os diamantes brilham e as estrelas também,3,1,1
D0102A034,D0102,A03,4,1,Estrelas é o janelas da Noite. pq as estrelas estão no céu e as janelas na casa,3,1,1
D0102A041,D0102,A04,1,1,Bola é o criatividade da Jogadores. a bola assim como a criatividade são os instrumentos fundamentais para os jogadores e os arquitetos,3,1,1
D0102A042,D0102,A04,2,1,Bola é o táxi da Jogadores. pq a bola é o instrumento de trabalho do jogador e o táxi o instrumento de trabalho do taxista,3,1,1
D0102A043,D0102,A04,3,1,Bola é o mundo da Jogadores. a bola é do jogador e o mundo de Deus,3,1,1
D0102A044,D0102,A04,4,1,Bola é o lua da Jogadores. a bola está no campo e a lua está no céu,1,0,0
D0102A051,D0102,A05,1,1,Planetas é o filhos da Sol. pq os planetas para existirem dependem do sol assim como os filhos dependem da mãe,3,1,1
D0102A061,D0102,A06,1,1,Onibus é o aeronaves da Cidade. pq o ônibus leva as pessoas onde elas precisam (entrar) e aeronaves levam as pessoas onde elas precisam (amar) ???,3,1,1
D0102A071,D0102,A07,1,1,Cabide é o alicérce da Roupa. o cabide sustenta a roupa assim como o alicerce sustenta a casa,4,3,2
D0102A081,D0102,A08,1,1,Amor é o base da Sentimentos. o amor é a base dos sentimentos assim como o fermento é a base do bolo,1,0,0
D0102A091,D0102,A09,1,1,Peixes é o pessoas da Mar. os peixes habitam o mar assim como as pessoas habitam a terra,3,1,1
D0103E011,D0103,E01,1,1,Buzina é o relógio da Carro. quando atrasamos o carro começa a buzinar,1,0,0
D0103E021,D0103,E02,1,1,Grama é o espelho da Terra. se a terra é boa a grama também é,1,0,0
D0103B031,D0103,B03,1,1,Espuma é o alegria da Sabao. quando o sabão faz espuma dá para brincar com ela,1,0,0
D0103B041,D0103,B04,1,1,Trovao é o perigo da Chuva. o barulho causa medo em certas pessoas,1,0,0
D0103B051,D0103,B05,1,1,Nuvens é o expressões da Ceu. através dela vemos se o dia vai ser bom (sol) ou ruim (chuva),3,1,1
D0103B061,D0103,B06,1,1,Coleira é o telefone da Cachorro. sempre leva as informações já que ele não fala,1,0,0
D0103B071,D0103,B07,1,1,Janela é o olhar da Casa. através dela vemos o mundo a nossa volta,3,1,1
D0103B081,D0103,B08,1,1,Semaforo é o pisca- pisca da Rua. ele muda de cor e nem precisa ser Natal,3,1,1
D0103B091,D0103,B09,1,1,Moto é o pesadelo da Automoveis. quem nunca caiu de moto,1,0,0
D0104E011,D0104,E01,1,1,"Buzina é o vóz da Carro. para chamarmos falamos, o carro buzina",4,3,2
D0104E021,D0104,E02,1,1,Grama é o roupa da Terra. assim como as pessoas estão sob a roupa a grama está sob a terra,3,1,1
D0104C031,D0104,C03,1,1,Vulcao é o doença da Terra. pq assim como as doenças prejudicam as pessoas o vulcão prejudica a terra,3,1,1
D0104C041,D0104,C04,1,1,Livro é o perfume da Biblioteca. pq é o artigo principal como o perfume na perfumaria,4,2,2
D0104C051,D0104,C05,1,1,Arma é o microfone da Policial. o cantor usa o microfone assim como o policial usa a arma,4,2,2
D0104C061,D0104,C06,1,1,"Poluicao é o gravidez indesejada da Cidade. pq assim como a gravidez indesejada, a poluição aconteceu sem querer e é difícil de concertar",4,3,2
D0104C071,D0104,C07,1,1,Pneu é o tênis da Carro. pq que anda caminhando gasta o tênis e de carro o pneu,4,3,2
D0104C081,D0104,C08,1,1,Porta é o coração da Casa. pq assim como a porta no coração só entra que queremos,3,1,1
D0104C091,D0104,C09,1,1,Dinheiro é o troféu da Homens. pq assim como quem compete quer o troféu o homem quer o dinheiro,4,3,2
D0105E011,D0105,E01,1,0,Buzina é o grito da Carro. o som da buzina é um alarme como o grito,4,3,2
D0105E021,D0105,E02,1,0,"Grama é o cobertor da Terra. pq a grama cobre toda a terra, como o cobertor na cama",3,1,1
D0105A031,D0105,A03,1,0,"Estrelas é o areias da Noite. as areias são infinitas na praia, assim como as estrelas na noite",4,2,2
D0105A041,D0105,A04,1,0,Bola é o óvulo da Jogadores. os espermatozóides correm atras de um único óvulo assim como os jogadores,4,3,3
D0105A061,D0105,A06,1,0,Onibus é o obesos da Cidade. assim como os obesos os ônibus são cheios e pesados,3,1,1
D0105A081,D0105,A08,1,0,"Amor é o avião da Sentimentos. o amor transporta consigo sentimentos, assim como os aviões transportam passageiros",3,1,1
D0105A091,D0105,A09,1,0,"Peixes é o folhas da Mar. assim como o mar é repleto de peixes, as árvores são de folhas",3,1,1
D0106E011,D0106,E01,1,1,"Buzina é o a pessoa diz ""oi"" da Carro. do mesmo jeito que as pessoas usam oi para cumprimentar o carro usa a buzina",1,0,0
D0106E012,D0106,E01,2,1,Buzina é o animal da Carro. assim como o carro usa a buzina para falar o cachorro late para falar,3,1,1
D0106E021,D0106,E02,1,1,Grama é o peixe da Terra. a grama só vive na terra e o peixe só vive no rio,1,0,0
D0106E022,D0106,E02,2,1,Grama é o pessoas da Terra. as pessoas só sobrevivem se houver alimento e a grama só sobrevive se haver alimento,1,0,0
D0106E023,D0106,E02,3,1,Grama é o pássaro da Terra. a grama é o ser da terra e o pássaro é o ser do céu,1,0,0
D0106E024,D0106,E02,4,1,"Grama é o estrela da Terra. assim como a grama é um ser da terra, a estrela é um ser do céu",1,0,0
D0106A031,D0106,A03,1,1,"Estrelas é o sol da Noite. a estrela é a luz da noite, o sol é a luz do dia",1,0,0
D0106A041,D0106,A04,1,1,"Bola é o roupa da Jogadores. assim como a bola é instrumento de jogadores, roupa é das pessoas",1,0,0
D0106A051,D0106,A05,1,1,Planetas é o árvores da Sol. os planetas ficam ao redor do sol no universo e as árvores ficam perto das pessoas na terra,1,0,0
D0106A061,D0106,A06,1,1,Onibus é o barco da Cidade. quando o ônibus anda ele balança e quando o barco anda no mar ele balança,3,1,1
D0106A071,D0106,A07,1,1,Cabide é o felicidade da Roupa. o cabide do suporte para a roupa é a felicidade do suporte para a vida,1,0,0
D0106A081,D0106,A08,1,1,Amor é o avião da Sentimentos. o amor é o transporte para o sentimento assim como o avião é o transporte para outro destino,3,1,1
D0106A091,D0106,A09,1,1,Peixes é o pássaros da Mar. os peixes são do mar assim como os pássaros são do céu,3,1,1
D0107E011,D0107,E01,1,1,Buzina é o boca da Carro. pq a boca grita assim como a buzina do carro,4,3,2
D0107E012,D0107,E01,2,1,"Buzina é o sirene da Carro. a buzina grita como a sirene, assim como o carro anda como as ondas",3,1,1
D0107E013,D0107,E01,3,1,"Buzina é o homem da Carro. a buzina é como o homem, enche o saco mas a gente sempre quer apertar",3,1,1
D0107E014,D0107,E01,4,1,"Buzina é o relógio da Carro. a buzina é como o relógio, enche o saco mas é necessário",3,1,1
D0107E021,D0107,E02,1,1,Grama é o corpo da Terra. a grama é o pêlo da terra,1,0,0
D0107E022,D0107,E02,2,1,Grama é o casa da Terra. a terra é a nossa casa assim como o tapete é a grama,1,0,0
D0107E023,D0107,E02,3,1,Grama é o porco da Terra. a grama é suja como o porco assim como a terra é a lama,1,0,0
D0107E024,D0107,E02,4,1,Grama é o azul da Terra. a terra fica verde com a grama assim como o céu fica branco como as nuvens,1,0,0
D0107B031,D0107,B03,1,1,Espuma é o agito da Sabao. a espuma é como a balada quanto mais agito maior fica,3,1,1
D0107B032,D0107,B03,2,1,Espuma é o farinha da Sabao. pq quando voa assopra a farinha ela voa como a espuma do sabão,3,1,1
D0107B033,D0107,B03,3,1,"Espuma é o óleo da Sabao. pq assim como o óleo escorrega no chão, a espuma escorrega do sabão",1,0,0
D0107B034,D0107,B03,4,1,Espuma é o ovo da Sabao. pq quanto mais você bate a clara maior ela cresce assim como o sabão que vira espuma,1,0,0
D0107B041,D0107,B04,1,1,Trovao é o boca da Chuva. pq a boca grita como o trovão quando chove,3,1,1
D0107B042,D0107,B04,2,1,"Trovao é o lâmpada da Chuva. pq chega e ilumina a casa, assim como o relâmpago vem e ilumina a chuva",3,1,1
D0107B043,D0107,B04,3,1,Trovao é o espinho da Chuva. assim como espinho é chato o trovão na chuva também,3,1,1
D0107B044,D0107,B04,4,1,Trovao é o sol da Chuva. pq quando tá sol a borboleta existe assim como quando chove o trovão aparece,1,0,0
D0107B051,D0107,B05,1,1,Nuvens é o toque da Ceu. pq quando você toca o algodão doce e some assim como quando o vento bate nas nuvens que estão no céu,1,0,0
D0107B052,D0107,B05,2,1,Nuvens é o transformação da Ceu. pq com o tempo o ser humano se transforma assim como as nuvens no céu,3,1,1
D0107B053,D0107,B05,3,1,Nuvens é o bolinhas da Ceu. pq como as bolinhas enfeitam um vestido as nuvens enfeitam o céu,3,1,1
D0107B054,D0107,B05,4,1,Nuvens é o borrão da Ceu. o borrão em um quadro é como as nuvens no céu,3,1,1
D0107B061,D0107,B06,1,1,Coleira é o bola da Cachorro. a cesta de basquete sempre passa uma bola dentro assim como a coleira sempre tem um cão,4,3,2
D0107B062,D0107,B06,2,1,"Coleira é o guia da Cachorro. a coleira é como o guia do carro, você sempre usa para não perder",3,1,1
D0107B063,D0107,B06,3,1,"Coleira é o corrente da Cachorro. a coleira é como a corrente, você sempre enrola e prende",1,0,0
D0107B064,D0107,B06,4,1,Coleira é o anel da Cachorro. a coleira você põe no cachorro assim como o anel no dedo,3,1,1
D0107B071,D0107,B07,1,1,Janela é o terra da Casa. pq a toca é um furo na terra assim como a janela na casa,1,0,0
D0107B072,D0107,B07,2,1,Janela é o livro da Casa. pq o livro abre e fecha assim como a janela da casa,3,1,1
D0107B073,D0107,B07,3,1,"Janela é o ar da Casa. pq dependemos do ar para respirar, assim como a casa com a janela",4,3,2
